absolute_magnitude,est_dia_in_m_max,epoch_date_close_approach,relative_velocity_km_per_sec,miss_dist._astronomical,orbit_id,orbit_uncertainity,minimum_orbit_intersection,jupiter_tisserand_invariant,epoch_osculation,eccentricity,inclination,asc_node_longitude,orbital_period,perihelion_distance,perihelion_arg,mean_anomaly,hazardous
26.5,29.7879062798,1289808000000,16.0152950581,0.3137295964,6,7,0.018849,4.27,2458000.5,0.3929769400736978,6.095931298731789,76.38310185429886,737.7522747864599,0.9699438861144848,32.38378944626302,114.9688479715634,0
18.2,1361.5700153859,1056265200000,22.5880768893,0.31758114,29,0,0.180334,6.622,2458000.5,0.464847742827675,21.33396088197754,46.59312309668593,299.038973518731,0.4683425387657254,94.4501239969186,189.2845290682283,0
24.7,68.2401509401,1391846400000,6.7466740401,0.0367125645,11,7,0.0136916,5.268,2458000.5,0.2372285423481652,3.896475238938635,145.1871135651206,480.0078013669586,0.91515434570286,296.6088082720701,293.0550078731807,0
26.2,34.201092472,1224054000000,10.6026139779,0.0292645545,8,8,0.0173054,3.754,2454748.5,0.510365486605094,7.65187761540786,199.9137789466015,966.2241181044772,0.936537102613502,223.3586091757618,345.8941295529985,0
18.9,986.3702813054,903769200000,14.4961721849,0.3085129508,24,0,0.0667001,3.327,2458000.5,0.5510723040628948,1.671077296391072,104.4782552779432,1326.064608001169,1.060442775079731,265.4702298985595,79.00364230177077,0
23.6,113.2504610618,1260259200000,14.3210690649,0.3815074834,9,7,0.0338549,6.878,2458000.5,0.2609929546487141,16.43337861682357,34.73397064593119,285.6194525370139,0.6272511734420296,22.64658849592149,332.721793224309,0
20.2,542.0507863358,845362800000,14.1177980844,0.2964449725,11,6,0.184462,3.175,2458000.5,0.5262399730945583,22.14157143328714,196.7702968701624,1440.639341364723,1.182668356801022,181.5849458830121,105.622676153413,0
20.0,594.3468684194,792835200000,3.0890039286,0.2388244997,27,0,0.240288,3.788,2458000.5,0.3775493600967308,5.660561156228656,112.1644170272148,1000.849506520639,1.218854371855342,34.30691815167334,82.35082442826075,0
19.2,859.0926012318,958374000000,12.3157992666,0.2315560549,38,0,0.0659272,4.698,2458000.5,0.4814343543625919,13.94234845411158,41.69124016227254,578.6854367212633,0.7047468758226727,246.9719827594768,309.1578737815115,0
21.6,284.4722965033,945244800000,7.2544749313,0.4780354245,16,2,0.157463,4.762,2458000.5,0.2298044542067379,9.8298366374231,290.5518237692917,591.0124076780884,1.061532064919333,253.44975538,259.565545093875,0
22.2,215.7943048444,966322800000,7.821798766,0.1395369293,10,5,0.00935383,6.345,2458000.5,0.1011988189121481,12.21539597506036,295.5281875526888,334.5196221219757,0.8476418972488673,306.0132427688978,292.2186436585367,0
19.9,622.3575733667,1039939200000,30.7308686971,0.422351745,22,0,0.026816,6.975,2458000.5,0.7774813126655364,25.39730481828331,30.28217769630749,259.7797441108315,0.177298227770601,212.4325076341248,196.5243642215359,1
24.621,70.768498097,1203062400000,7.4927031821,0.0343110279,7,5,0.0108365,5.764,2458000.5,0.2295007480174262,1.873327442871676,304.5236062093725,401.6526274476078,0.8208686663358356,115.8423021018517,306.2267902081197,0
24.4,78.3501764334,809074800000,15.8283192329,0.334093393,3,6,0.00908397,7.176,2458000.5,0.3623412818111571,14.95651571067213,206.1288496349375,263.5703437193372,0.5130035603257895,327.946014101613,315.9645924472466,0
26.6,28.4472296503,1256194800000,11.4071838496,0.3181048067,25,0,0.0140622,6.086,2458000.5,0.01535206618006219,8.244025210231811,24.32346279547496,363.486021073438,0.9814627735089274,207.0876322547035,112.4244213473021,0
26.5,29.7879062798,1445497200000,6.658687303,0.2605492591,15,5,0.00794758,5.972,2458000.5,0.2404473889271889,1.535572205347119,292.145132714904,374.9319593523397,0.7729069587225594,293.6766440064006,91.4776379948172,0
22.7,171.4115092306,1379228400000,15.6109999352,0.3093099797,20,0,0.0715986,3.567,2458000.5,0.5113972261229558,7.793112914469717,75.8116930874393,1105.44413694635,1.022307414703052,230.2803676113191,120.8238682713807,0
25.8,41.1187571041,1242370800000,16.9745575277,0.4845747903,14,7,0.0222432,4.965,2458000.5,0.2192213058129111,7.219844820626601,178.1157563436371,542.5181781684533,1.016416872475707,0.4682251618369816,236.1658779672915,0
23.1,142.5738833281,1289808000000,8.016112897,0.0317978509,37,5,0.0192204,3.191,2458000.5,0.5992360441491127,1.339565433330834,220.2639870799144,1442.9407686729,1.001510191117955,208.8284517435526,256.1516401974523,0
25.1,56.7596852866,1471244400000,5.4782330504,0.06390382,11,7,0.0607427,5.26,2458000.5,0.1117815655294441,10.24186830543634,141.7142564707935,483.0406742574221,1.070146657013646,195.0570750946812,276.4457117840712,0
24.3,82.0427064882,1397545200000,23.3308815695,0.4234542492,9,7,0.00774014,5.772,2458000.5,0.2905124153295093,20.30808096684866,175.243932229144,391.7305189166984,0.7433684430549614,280.8399332603071,109.772652453777,0
21.9,247.7650126055,939366000000,23.7343899807,0.3445866951,29,0,0.0228688,6.829,2456357.5,0.4700842186648337,2.912419645578199,91.89084927617851,286.6083542450332,0.4508171879318211,68.6325229445321,315.4726979957076,1
23.4,124.1766612574,1013760000000,19.1234295938,0.4075191168,15,0,0.051852,5.976,2458000.5,0.04785421434227258,27.72270532641191,328.9859009608685,365.6050307755489,0.9527506936239722,327.9732393908697,52.0103621850488,0
26.6,28.4472296503,1363330800000,14.0596748049,0.2394115693,10,6,0.000820582,6.111,2458000.5,0.2109963631558617,0.123647362647108,161.5533644639227,359.564574137851,0.7807847427067551,126.0635263061669,120.785148447325,0
24.6,71.4562101727,1182495600000,10.6699354848,0.0140353594,6,8,0.0070155,4.541,2454273.5,0.385057970927228,10.89196483118362,268.011676130522,639.0729150164938,0.8928986502870333,58.28620373563531,334.4096996070217,0
25.7,43.0566244241,1161500400000,9.1361794643,0.0314674584,18,3,0.00650921,6.673,2458000.5,0.2871313370063317,7.695931344138224,25.46851988641133,303.2233876631826,0.629678748701777,133.3619882539188,291.3592473986104,0
25.3,51.7654482198,1410764400000,10.8277195809,0.0357272568,5,8,0.0345868,5.09,2456918.5,0.1720904303355251,20.04490032406701,351.1203788664666,506.3100330602867,1.029267611823787,22.43059496473452,346.6364895498525,0
25.3,51.7654482198,1418630400000,7.0544138604,0.0409839756,4,8,0.0410618,3.847,2456994.5,0.4682804702842951,5.07630451718378,62.076942693653,928.4998625645576,0.9903869061062328,41.30923657362282,348.6243318870168,0
21.5,297.8790627982,1277190000000,10.5350284452,0.4234156414,28,1,0.0409294,5.959,2458000.5,0.4233477017426433,4.774411821602036,128.0258111147024,369.3476316941474,0.5809498203602207,324.7389768674062,217.4471749083402,1
25.2,54.2050786336,1110268800000,24.3240043663,0.4453712305,12,7,0.0187938,7.611,2458000.5,0.4020280383031304,3.499893717548942,337.3126098359608,238.3597427915154,0.4498873775056831,353.6509661100841,319.3813795673771,0
24.771,66.04500521,845967600000,14.0941119936,0.1875383683,7,6,0.00110762,5.238,2458000.5,0.2898466862462304,9.531888215277332,51.05078793359044,481.0955600553713,0.8533111083071299,252.2569134231705,42.92242788096369,0
20.1,567.5968528656,1006416000000,10.4917310696,0.1620130605,26,0,0.0153549,3.647,2458000.5,0.5722897136644658,7.883956698325437,140.4855051008781,1005.646643623508,0.8401967864506545,313.4240841041482,255.0829185097833,1
21.8,259.4418179074,1442905200000,8.8453444921,0.3581583658,12,7,0.237457,4.087,2458000.5,0.3554601622568535,18.31237996216426,244.5367397481033,804.0863096121459,1.09073502565197,74.83045567851596,334.8003802993367,0
25.0,59.4346868419,1168848000000,13.677106754,0.4010596826,19,5,0.0659277,4.785,2458000.5,0.2431453139730041,2.294801950632122,250.6461783803455,587.8128170417314,1.039376565235574,257.7730618279613,210.2892364775074,0
23.7,108.1533506775,1381820400000,10.3543432508,0.2816036666,9,6,0.00549358,5.667,2458000.5,0.3769304866826786,6.24119291994203,167.5815770400775,408.5359651290025,0.6713635327261503,256.7888047040027,148.2913118490526,0
21.9,247.7650126055,1223449200000,2.2356712204,0.2981472625,12,6,0.295033,3.319,2458000.5,0.4760095680700814,2.021193079627886,348.4472532841392,1416.604922557959,1.293471617008102,27.63554024489417,106.8501543935488,0
19.9,622.3575733667,890553600000,10.9571404904,0.2038258643,54,0,0.188689,6.547,2458000.5,0.3582157286572681,16.20563779412695,344.3672869481488,310.1652369649647,0.5755091047004446,356.8545111126998,185.771117926646,0
18.8,1032.8564805039,958374000000,37.4443543135,0.2973892935,29,0,0.0234425,3.099,2458000.5,0.8261275015881013,11.0761908830863,242.1136370880905,1178.611202882982,0.3796752782845421,119.4647378399672,118.5691621987937,1
20.4,494.3561926196,1389772800000,7.6420817007,0.1359319088,55,1,0.0306929,6.867,2457800.5,0.1926435192942337,9.834744247511509,263.2807382780202,288.9467134407876,0.6905761211784882,10.54402284841301,182.789978812503,1
19.2,859.0926012318,1396940400000,23.7013676161,0.2771813634,93,0,0.224056,4.633,2458000.5,0.2177546520742673,46.44804088166741,21.75193980628714,550.7280834938044,1.028573947361369,85.46625051491108,153.3830917878041,0
25.8,41.1187571041,984038400000,11.675280354,0.3472335775,8,6,0.00983387,5.739,2458000.5,0.065642098256153,10.83147119383102,183.2425010277723,406.0240029595902,1.002648674117246,343.1100004745581,339.2396647271682,0
16.7,2716.6893408911,894610800000,26.086640422,0.1178698089,133,0,0.115277,5.016,2458000.5,0.5802140332037762,36.82687223136637,53.51079565951329,470.7224668544186,0.4971326072123073,277.1296415659076,320.4049655416096,0
24.4,78.3501764334,1349679600000,14.4984258745,0.1242974819,5,8,0.0944527,4.833,2457308.5,0.1888236303613433,27.6573946538556,199.3351456506727,550.454701495743,1.06626232225363,146.750783603966,22.12932215764426,0
18.6,1132.5046106177,872233200000,10.0949824276,0.3935236787,85,0,0.20526,5.602,2458000.5,0.3106744462129131,13.2335190903779,342.9645183410994,418.3924835397528,0.7546542282157764,189.761641034415,320.5198480518033,0
24.2,85.9092601232,1242975600000,13.3207294962,0.2725889797,12,7,0.023228,5.542,2458000.5,0.1485452301612858,25.03110394159686,248.4456824503459,423.2666448819089,0.9393742732445668,285.6794971331526,120.1443936950426,0
18.2,1361.5700153859,1011686400000,5.4188485375,0.0290239466,105,0,0.00290752,4.493,2458000.5,0.3600073024231731,1.431697832801353,314.4434169545978,663.4409817098345,0.9527470163572248,158.0200614561001,219.3756877315948,1
20.2,542.0507863358,1465974000000,6.4819309781,0.0792791261,88,0,0.0229268,4.745,2458000.5,0.3171415110666259,4.674138672406333,321.8246766497832,591.9199917547564,0.9421219022390164,334.1310777267072,254.7657645687433,1
24.3,82.0427064882,1113548400000,10.8700461756,0.2032001124,12,7,0.00336216,6.033,2458000.5,0.1682252090459494,4.625123200742138,193.5434227412754,368.9242921416832,0.8373331868375422,265.4699970089685,170.905541660089,0
20.1,567.5968528656,977472000000,21.4597443715,0.2492404211,23,4,0.0240427,3.397,2458000.5,0.60354037382462,13.72909846071964,247.3980014970853,1168.463796585679,0.8607496533201925,139.2010398325516,90.03141440703943,1
24.4,78.3501764334,986713200000,8.163056725,0.1526302147,12,0,0.0601388,4.027,2458000.5,0.4018400045011861,1.349399349826927,215.3731806997821,849.6655903052291,1.050147816022925,314.6985624371525,25.417685994794,0
25.4,49.435619262,797929200000,11.1995010545,0.2328691339,17,5,0.0053862,6.79,2458000.5,0.177454625327355,1.86779849136472,150.0050896869119,296.0603493553376,0.7150686610562064,204.9786870571115,114.0409109070574,0
22.1,225.9643771094,1282460400000,8.6287213781,0.1046345527,23,0,0.0520925,3.547,2458000.5,0.5434036851439542,6.010985649438776,25.92136111425949,1104.236906742119,0.9546443862394526,297.0006990022169,119.4476380102663,0
24.8,65.1688382168,934700400000,20.1827866428,0.4961121553,9,7,0.0106654,7.058,2458000.5,0.4037261623846753,12.63735571735583,137.597693274334,270.9762259087088,0.4886534054098381,218.0730404196863,99.8657668298188,0
20.5,472.1064988055,837414000000,7.9895870277,0.3377261183,17,2,0.115461,4.47,2458000.5,0.3511886804280298,15.65470982096072,79.75512749594029,660.0467462532848,0.9625779966285336,291.2313205767788,204.4040509333435,0
20.6,450.8582061718,886924800000,12.6383966301,0.2490392635,26,1,0.0439084,4.649,2458000.5,0.4187310676789489,20.11205823947074,170.1616467522472,592.0751628373572,0.8021016114934914,241.4871577635625,69.86926574448853,1
18.9,986.3702813054,1132041600000,11.3564642767,0.28106387,105,0,0.132475,3.208,2458000.5,0.5513952988183568,12.4834936488806,36.18399899363376,1447.970843176518,1.123668174241035,5.494121528653887,351.0173576387427,0
21.8,259.4418179074,1339138800000,17.7620818376,0.4142363628,11,8,0.0707756,5.171,2456658.5,0.6150135504748885,15.89750871120403,99.52062539723818,461.5554162437689,0.4499826064940083,228.873134144667,62.46738318623061,0
23.9,98.6370281305,1455523200000,7.7757189554,0.0640163464,29,0,0.00422625,6.762,2458000.5,0.2147618645080877,0.5128147726831948,295.0422151854324,297.7690653526021,0.6852601606980825,345.1071886134371,215.0911439545623,0
23.2,136.1570015386,1148281200000,18.999428625,0.4727276191,19,2,0.052939,6.319,2458000.5,0.205642807770445,15.75519127329523,319.2038717850664,334.5248860998847,0.7491506634823816,47.62938157285137,40.68500071527633,0
19.2,859.0926012318,1097218800000,21.4238665557,0.4886344507,79,0,0.0128834,5.538,2458000.5,0.5398258734009305,3.559532996748471,108.6336067246379,416.2923760154814,0.5020984534221733,284.4565745265057,108.4948221042195,1
20.5,472.1064988055,1262937600000,14.6305339878,0.0802742455,68,0,0.00179697,3.809,2458000.5,0.5417730223241284,0.3538737115975904,27.86892083129185,922.5331537629444,0.8498384143450262,140.4731327646481,355.2171771365275,1
20.3,517.6544821978,1248246000000,18.9043437597,0.1603859997,18,4,0.152524,3.203,2458000.5,0.6717097277875494,14.87306421790116,154.8348605206211,1286.291648291214,0.7598922747009309,206.5870241188417,99.14906707632356,0
20.8,411.1875710413,1220857200000,24.8050944567,0.3630135463,30,2,0.110815,6.512,2458000.5,0.4831761962100073,11.64738259884765,222.2225909226548,310.4149454332835,0.4637016473805977,263.5353328524871,142.8418281242225,0
19.1,899.5803881691,1366009200000,14.813010507,0.2912168265,51,0,0.0325033,3.663,2458000.5,0.491185927774104,7.788701810418792,348.4031213241186,1039.551799185965,1.021858869990128,173.3044803530812,203.5993854447466,1
18.4,1241.766612574,1087887600000,12.0806577368,0.3459188073,167,0,0.0233526,5.862,2458000.5,0.3335362175136748,7.901792318502172,353.7647377784929,384.378178991939,0.6895251091118825,271.7438508036805,199.2383796342836,1
21.3,326.6178974458,1449561600000,2.3107893787,0.3326403076,19,4,0.243365,4.514,2458000.5,0.1966986201758126,8.336567850774752,153.1743984489196,669.8854901709715,1.203593801251861,243.4463623797248,11.5521363872154,0
24.6,71.4562101727,876294000000,13.464591633,0.3861572028,10,6,0.071717,6.692,2458000.5,0.2630486253359067,16.7365390277293,144.4533846921646,299.9348002884523,0.6462359600803861,206.0642297663216,98.09674927865996,0
19.6,714.5621017269,1271314800000,6.5207319565,0.1856371502,51,0,0.105939,5.27,2458000.5,0.1926178642301258,12.00358403194008,214.1169811359223,477.96117038843,0.9659217128382804,265.0268082238151,301.9610259407987,0
24.9,62.2357573367,1344409200000,3.6137104315,0.1041038018,16,4,0.000736007,5.828,2458000.5,0.09487193325736568,5.838694680092424,142.9143992401694,395.3180205658226,0.9541327920267482,50.007410713002,3.557272452096902,0
20.6,450.8582061718,1302850800000,9.3241185238,0.477445727,33,0,0.248154,4.303,2458000.5,0.272999642093192,17.85997572213674,206.912104838817,725.0084098838962,1.148235675699369,65.92730984565641,27.77955004511468,0
24.6,71.4562101727,1469170800000,13.6619013989,0.3312078799,10,6,0.071717,6.692,2458000.5,0.2630486253359067,16.7365390277293,144.4533846921646,299.9348002884523,0.6462359600803861,206.0642297663216,98.09674927865996,0
18.8,1032.8564805039,1407481200000,18.6302276557,0.4073221043,45,0,0.301821,3.31,2458000.5,0.5328754589585732,36.58268997490882,332.1085892341126,1137.125859305466,0.9959543286956798,278.375553993747,19.50669694257011,0
28.8,10.328564805,1360915200000,16.8942499445,0.3255929072,6,7,0.0033147,6.754,2458000.5,0.2379077525515878,0.6467351461787517,76.2381764637944,298.0788472742083,0.6655224312276181,208.6318518983579,98.7769458996879,0
18.3,1300.2892700427,1123484400000,10.6775768133,0.4818555861,68,0,0.104956,5.013,2458000.5,0.3411008587657278,16.43149011376786,116.263827235875,517.345639814516,0.8310117906713791,328.29043808804,86.64724291177626,0
27.3,20.6081961232,1429686000000,4.7482311413,0.1951780216,8,6,0.00219311,5.891,2458000.5,0.1746445944349754,8.41056029335553,54.6833833161865,385.3048170993658,0.8552866130221755,272.9185642980249,339.4933576574859,0
22.8,163.696720474,1358236800000,12.1986178719,0.0309570779,16,7,0.0122188,5.068,2458000.5,0.2249121924042482,20.63516002871904,294.6071145671537,508.1628596597034,0.9659483411894932,147.2815522162886,138.8957706495828,0
16.7,2716.6893408911,1456128000000,21.58901913,0.2856239946,158,0,0.196605,4.172,2458000.5,0.4888407629099562,30.39720561568021,177.6372899777553,706.9927650067953,0.793902631880495,351.4310134518737,282.8580688983555,0
22.1,225.9643771094,1326614400000,2.8476009223,0.1597092832,8,6,0.113459,5.309,2458000.5,0.112519294240692,7.48356107563793,353.8756834962704,475.2325681396109,1.05770388422795,73.81691675364394,157.53709518171,0
20.5,472.1064988055,1293004800000,16.3935501272,0.4634408411,28,0,0.00471821,4.598,2458000.5,0.7813932218280256,2.536137197765501,90.98654568088678,547.5036123881862,0.2863228434752441,238.2662183897257,212.1138074364418,1
22.5,187.9489824394,966322800000,15.4910143881,0.3787936081,14,7,0.110573,4.318,2458000.5,0.2949061818491701,17.40594751089217,318.0365622362368,717.5837651078681,1.10602011498653,335.0211674986815,249.0083175712485,0
